No,Filename,Width,Height,AspectRatio,PixelAspectRatio,RatioSource,UsageCount,DisplayRatioVariants,AssetKind,SvgRenderable,PptxNativeSupported,SizeKB,Category,ImageArea_SxS,TextArea_SxS
1,hzau-logo.png,2738,779,3.51,3.51,pixel,1,,bitmap,True,True,196.2,Ultra-wide,1160x330,1160x250
